0  -9.990234e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
1  -9.970703e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
2  -9.951172e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
3  -9.931641e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
4  -9.912109e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
5  -9.892578e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
6  -9.873047e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
7  -9.853516e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
8  -9.833984e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
9  -9.814453e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
10  -9.794922e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
11  -9.775391e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
12  -9.755859e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
13  -9.736328e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
14  -9.716797e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
15  -9.697266e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
16  -9.677734e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
17  -9.658203e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 1
18  -9.638672e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
19  -9.619141e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
20  -9.599609e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
21  -9.580078e-01   4.450000e-01   6.980000e-01   3.527000e+00 0 0
22  -9.560547e-01   4.450000e-01   6.980001e-01   3.527000e+00 0 0
23  -9.541016e-01   4.450000e-01   6.980001e-01   3.527000e+00 0 0
24  -9.521484e-01   4.450000e-01   6.980001e-01   3.527000e+00 0 0
25  -9.501953e-01   4.450000e-01   6.980001e-01   3.527000e+00 0 0
26  -9.482422e-01   4.449877e-01   6.981009e-01   3.526837e+00 0 0
27  -9.462891e-01   4.449168e-01   6.986797e-01   3.525901e+00 0 0
28  -9.443359e-01   4.447572e-01   6.999832e-01   3.523794e+00 0 0
29  -9.423828e-01   4.445015e-01   7.020725e-01   3.520418e+00 0 0
30  -9.404297e-01   4.441598e-01   7.048669e-01   3.515908e+00 0 0
31  -9.384766e-01   4.437511e-01   7.082097e-01   3.510518e+00 0 0
32  -9.365234e-01   4.432962e-01   7.119336e-01   3.504522e+00 0 0
33  -9.345703e-01   4.428118e-01   7.159008e-01   3.498143e+00 0 0
34  -9.326172e-01   4.423098e-01   7.200164e-01   3.491535e+00 0 0
35  -9.306641e-01   4.417970e-01   7.242234e-01   3.484791e+00 0 0
36  -9.287109e-01   4.412773e-01   7.284903e-01   3.477961e+00 0 0
37  -9.267578e-01   4.407527e-01   7.328000e-01   3.471074e+00 0 0
38  -9.248047e-01   4.402246e-01   7.371426e-01   3.464145e+00 0 0
39  -9.228516e-01   4.396937e-01   7.415117e-01   3.457185e+00 0 0
40  -9.208984e-01   4.391607e-01   7.459024e-01   3.450202e+00 0 0
41  -9.189453e-01   4.386258e-01   7.503110e-01   3.443202e+00 0 0
42  -9.169922e-01   4.380897e-01   7.547344e-01   3.436190e+00 0 0
43  -9.150391e-01   4.375524e-01   7.591703e-01   3.429169e+00 0 0
44  -9.130859e-01   4.370143e-01   7.636170e-01   3.422143e+00 0 0
45  -9.111328e-01   4.364755e-01   7.680729e-01   3.415114e+00 0 0
46  -9.091797e-01   4.359361e-01   7.725367e-01   3.408084e+00 0 0
47  -9.072266e-01   4.353964e-01   7.770076e-01   3.401055e+00 0 0
48  -9.052734e-01   4.348564e-01   7.814847e-01   3.394027e+00 0 0
49  -9.033203e-01   4.343162e-01   7.859673e-01   3.387002e+00 0 0
50  -9.013672e-01   4.337758e-01   7.904547e-01   3.379982e+00 0 0
51  -8.994141e-01   4.332353e-01   7.949466e-01   3.372966e+00 0 0
52  -8.974609e-01   4.326948e-01   7.994425e-01   3.365955e+00 0 0
53  -8.955078e-01   4.321544e-01   8.039420e-01   3.358951e+00 0 0
54  -8.935547e-01   4.316139e-01   8.084448e-01   3.351953e+00 0 0
55  -8.916016e-01   4.310736e-01   8.129506e-01   3.344962e+00 0 0
56  -8.896484e-01   4.305334e-01   8.174591e-01   3.337979e+00 0 0
57  -8.876953e-01   4.299933e-01   8.219701e-01   3.331003e+00 0 0
58  -8.857422e-01   4.294535e-01   8.264835e-01   3.324036e+00 0 0
59  -8.837891e-01   4.289138e-01   8.309991e-01   3.317076e+00 0 0
60  -8.818359e-01   4.283743e-01   8.355166e-01   3.310126e+00 0 0
61  -8.798828e-01   4.278350e-01   8.400360e-01   3.303184e+00 0 0
62  -8.779297e-01   4.272960e-01   8.445571e-01   3.296251e+00 0 0
63  -8.759766e-01   4.267573e-01   8.490799e-01   3.289328e+00 0 0
64  -8.740234e-01   4.262188e-01   8.536041e-01   3.282413e+00 0 0
65  -8.720703e-01   4.256807e-01   8.581298e-01   3.275508e+00 0 0
66  -8.701172e-01   4.251428e-01   8.626567e-01   3.268613e+00 0 0
67  -8.681641e-01   4.246052e-01   8.671849e-01   3.261728e+00 0 0
68  -8.662109e-01   4.240679e-01   8.717143e-01   3.254852e+00 0 0
69  -8.642578e-01   4.235310e-01   8.762448e-01   3.247986e+00 0 0
70  -8.623047e-01   4.229944e-01   8.807763e-01   3.241131e+00 0 0
71  -8.603516e-01   4.224581e-01   8.853088e-01   3.234285e+00 0 0
72  -8.583984e-01   4.219222e-01   8.898422e-01   3.227450e+00 0 0
73  -8.564453e-01   4.213866e-01   8.943765e-01   3.220625e+00 0 0
74  -8.544922e-01   4.208514e-01   8.989117e-01   3.213810e+00 0 0
75  -8.525391e-01   4.203166e-01   9.034476e-01   3.207005e+00 0 0
76  -8.505859e-01   4.197821e-01   9.079842e-01   3.200211e+00 0 0
77  -8.486328e-01   4.192479e-01   9.125216e-01   3.193428e+00 0 0
78  -8.466797e-01   4.187142e-01   9.170596e-01   3.186654e+00 0 0
79  -8.447266e-01   4.181808e-01   9.215983e-01   3.179892e+00 0 0
80  -8.427734e-01   4.176478e-01   9.261376e-01   3.173140e+00 0 0
81  -8.408203e-01   4.171152e-01   9.306774e-01   3.166399e+00 0 0
82  -8.388672e-01   4.165830e-01   9.352179e-01   3.159668e+00 0 0
83  -8.369141e-01   4.160512e-01   9.397588e-01   3.152948e+00 0 0
84  -8.349609e-01   4.155198e-01   9.443002e-01   3.146238e+00 0 0
85  -8.330078e-01   4.149887e-01   9.488421e-01   3.139540e+00 0 0
86  -8.310547e-01   4.144581e-01   9.533845e-01   3.132852e+00 0 0
87  -8.291016e-01   4.139279e-01   9.579273e-01   3.126175e+00 0 0
88  -8.271484e-01   4.133980e-01   9.624705e-01   3.119509e+00 0 0
89  -8.251953e-01   4.128686e-01   9.670141e-01   3.112853e+00 0 0
90  -8.232422e-01   4.123396e-01   9.715581e-01   3.106208e+00 0 0
