0   4.882812e-04   1.000000e+00   0.000000e+00   1.000000e+00 0 0
1   1.464844e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
2   2.441406e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
3   3.417969e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
4   4.394531e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
5   5.371094e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
6   6.347656e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
7   7.324219e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
8   8.300781e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
9   9.277344e-03   1.000000e+00   0.000000e+00   1.000000e+00 0 0
10   1.025391e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
11   1.123047e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
12   1.220703e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
13   1.318359e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
14   1.416016e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
15   1.513672e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
16   1.611328e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
17   1.708984e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
18   1.806641e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
19   1.904297e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
20   2.001953e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
21   2.099609e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
22   2.197266e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
23   2.294922e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
24   2.392578e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
25   2.490234e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
26   2.587891e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
27   2.685547e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
28   2.783203e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
29   2.880859e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
30   2.978516e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
31   3.076172e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
32   3.173828e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
33   3.271484e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
34   3.369141e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
35   3.466797e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
36   3.564453e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
37   3.662109e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
38   3.759766e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
39   3.857422e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
40   3.955078e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
41   4.052734e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
42   4.150391e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
43   4.248047e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
44   4.345703e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
45   4.443359e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
46   4.541016e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
47   4.638672e-02   1.000000e+00   0.000000e+00   1.000000e+00 0 0
